image,path,label,calf,station,before,from,conf,box_center_x,box_center_y,box_width,box_height,bilabel,x_min,x_max,y_min,y_max
image_2784_14_6393_10_2022-03-07 07:28:16_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2784_14_6393_10_2022-03-07 07:28:16_Healthy.png,Healthy,6393,10,2022-03-07 07:28:16,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220307070009_20220307080009.mp4,0.80430156,558.7334,1088.3054,692.23346,407.8672,Healthy,212.61666999999994,904.85013,884.3717999999999,1292.239
image_1544_15_6734_10_2022-02-19 21:49:28_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1544_15_6734_10_2022-02-19 21:49:28_Pneumonie.png,Pneumonie,6734,10,2022-02-19 21:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219210009_20220219220000.mp4,0.92667985,1526.3496,1071.6963,348.42212,448.60742,Illness,1352.13854,1700.56066,847.39259,1296.00001
image_3983_9_6836_9_2022-04-06 16:46:32_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3983_9_6836_9_2022-04-06 16:46:32_Diarrhé.png,Diarrhé,6836,9,2022-04-06 16:46:32,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406160008_20220406170008.mp4,0.87539506,1139.5338,1000.13245,364.19946,330.81415,Illness,957.4340699999999,1321.6335299999998,834.725375,1165.539525
image_1332_11_6774_2_2022-02-21 12:20:57_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1332_11_6774_2_2022-02-21 12:20:57_Diarrhé.png,Diarrhé,6774,2,2022-02-21 12:20:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221120001_20220221130001.mp4,0.8056999,1452.1917,550.3343,387.53723,654.8873,Illness,1258.4230850000001,1645.960315,222.89065,877.7779499999999
"image_2586_19_6764_10_2022-02-26 09:46:19_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2586_19_6764_10_2022-02-26 09:46:19_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6764,10,2022-02-26 09:46:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220226090009_20220226100009.mp4,0.80235475,759.89636,727.0819,379.9969,534.5031,Illness,569.8979099999999,949.89481,459.83035,994.3334500000001
image_2881_18_6432_9_2022-03-18 08:54:01_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2881_18_6432_9_2022-03-18 08:54:01_Diarrhé.png,Diarrhé,6432,9,2022-03-18 08:54:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318080008_20220318090008.mp4,0.9267817,1013.6309,1093.4315,494.10046,405.1369,Illness,766.58067,1260.68113,890.8630499999999,1295.99995
image_3565_17_6841_9_2022-04-01 20:13:34_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_3565_17_6841_9_2022-04-01 20:13:34_Pneumonie.png,Pneumonie,6841,9,2022-04-01 20:13:34,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401200008_20220401210008.mp4,0.8077316,1048.4619,944.6751,361.27838,373.11853,Illness,867.82271,1229.10109,758.1158350000001,1131.234365
image_897_3_6382_10_2022-02-23 16:43:52_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_897_3_6382_10_2022-02-23 16:43:52_Diarrhé.png,Diarrhé,6382,10,2022-02-23 16:43:52,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220223160009_20220223170009.mp4,0.90961,1108.4299,950.8019,425.75623,605.6609,Illness,895.5517850000001,1321.308015,647.97145,1253.63235
"image_525_5_6797_1_2022-02-25 17:34:19_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_525_5_6797_1_2022-02-25 17:34:19_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6797,1,2022-02-25 17:34:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225170000_20220225180000.mp4,0.8959816,1321.2032,486.43137,258.17334,250.10321,Illness,1192.11653,1450.2898699999998,361.379765,611.482975
image_844_14_6410_1_2022-02-24 08:36:44_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_844_14_6410_1_2022-02-24 08:36:44_Healthy.png,Healthy,6410,1,2022-02-24 08:36:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220224080000_20220224090000.mp4,0.9130997,1328.9961,885.2722,421.59485,346.34906,Healthy,1118.198675,1539.793525,712.09767,1058.4467300000001
image_2806_19_6761_10_2022-03-07 16:14:22_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2806_19_6761_10_2022-03-07 16:14:22_Pneumonie.png,Pneumonie,6761,10,2022-03-07 16:14:22,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220307160009_20220307170009.mp4,0.82120484,1265.7709,1060.3655,467.136,469.97986,Illness,1032.2029,1499.3389,825.3755700000002,1295.35543
image_1869_14_6768_2_2022-03-02 19:08:38_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1869_14_6768_2_2022-03-02 19:08:38_Pneumonie.png,Pneumonie,6768,2,2022-03-02 19:08:38,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302190001_20220302200001.mp4,0.9149277,1447.9004,774.2655,411.02258,761.3921,Illness,1242.38911,1653.41169,393.56944999999996,1154.96155
image_191_2_6768_2_2022-02-17 21:18:36_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_191_2_6768_2_2022-02-17 21:18:36_Healthy.png,Healthy,6768,2,2022-02-17 21:18:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217210001_20220217220000.mp4,0.8619947,1496.7327,633.194,326.54395,513.46765,Healthy,1333.460725,1660.0046750000001,376.46017499999994,889.927825
"image_1462_0_6768_2_2022-02-20 13:59:01_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1462_0_6768_2_2022-02-20 13:59:01_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6768,2,2022-02-20 13:59:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220130001_20220220140001.mp4,0.92482257,1593.7411,789.31256,547.2883,660.0231,Illness,1320.0969499999999,1867.38525,459.30100999999996,1119.32411
"image_2558_16_6787_2_2022-02-26 19:26:18_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2558_16_6787_2_2022-02-26 19:26:18_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6787,2,2022-02-26 19:26:18,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226190001_20220226200001.mp4,0.8385511,1485.106,528.12976,426.03064,604.2878,Illness,1272.09068,1698.12132,225.98586000000006,830.2736600000001
"image_3532_5_6836_9_2022-03-21 19:10:04_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_3532_5_6836_9_2022-03-21 19:10:04_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6836,9,2022-03-21 19:10:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321190008_20220321200008.mp4,0.81826496,1038.8933,931.15466,287.65625,219.57446,Illness,895.065175,1182.721425,821.36743,1040.94189
